,order_in_document,latitude_longitude,DLS_code,page_number,species,status
319,320,"51.07808401748511 N, 106.15549733621704 W",NW-30-24-2-W3M,21,Baird's sparrow,Special Concern
320,321,"51.07084750900867 N, 106.15547302085993 W",SW-30-24-2-W3M,21,Baird's sparrow,Special Concern
321,322,"51.07084750900867 N, 106.14395650079624 W",SE-30-24-2-W3M,21,Baird's sparrow,Special Concern
322,323,"51.04913798357934 N, 106.22446686204532 W",SW-21-24-2-W3M,21,Baird's sparrow,Special Concern
323,324,"51.01295544119713 N, 106.01725320672384 W",SW-6-24-1-W3M,21,Baird's sparrow,Special Concern
324,325,"50.99365808525995 N, 106.12072222035243 W",NE-31-23-1-W3M,21,Baird's sparrow,Special Concern
325,326,"50.95023903440129 N, 107.38413659488218 W",NE-13-23-11-W3M,21,Baird's sparrow,Special Concern
326,327,"50.943002525924854 N, 106.00574241137153 W",SE-13-23-1-W3M,21,Baird's sparrow,Special Concern
327,328,"50.93576601744841 N, 105.90997358091283 W",SE-10-23-29-W2M,21,Baird's sparrow,Special Concern
328,329,"50.909232153034786 N, 105.88479135853055 W",SE-35-22-29-W2M,21,Baird's sparrow,Special Concern
329,330,"50.798272356396 N, 105.62367733564608 W",NE-22-21-27-W2M,21,Baird's sparrow,Special Concern
330,331,"50.58117710210272 N, 105.12830011091627 W",SE-7-19-23-W2M,21,Baird's sparrow,Special Concern
331,332,"50.2507098816785 N, 103.73717992766235 W",SW-14-15-13-W2M,21,Baird's sparrow,Special Concern
332,333,"52.45302062800922 N, 110.71841210324955 W",NE-24-40-6-W4M,21,,
333,334,"51.333773983652755 N, 106.95555163618924 W",SE-31-27-7-W3M,21,,
334,335,"50.161459610469045 N, 103.01099106055125 W",NW-10-14-8-W2M,21,,
335,336,"50.37131835628588 N, 104.18408101279087 W",NE-25-16-17-W2M,21,,
336,337,"49.60907279676726 N, 99.88681328097016 W",SW-36-7-19-WPM,21,,
337,338,"52.554331746679416 N, 111.07712909712973 W",SE-33-41-8-W4M,21,,
338,339,"52.544683068710825 N, 111.11259039547922 W",NW-26-41-8-W4M,21,,
339,340,"52.53744656023438 N, 111.11240700782334 W",SW-26-41-8-W4M,21,,
340,341,"52.445784119532775 N, 110.71829407933436 W",SE-24-40-6-W4M,21,,
341,342,"52.428898933087744 N, 110.59933807796007 W",SE-17-40-5-W4M,21,,
342,343,"52.390304221213384 N, 110.57509848677074 W",SE-1-40-5-W4M,21,,
343,344,"50.00466859347945 N, 102.1069614693179 W",SW-20-12-1-W2M,21,,
344,345,"51.71007242442777 N, 108.43497746117795 W",NE-4-32-18-W3M,21,,
345,346,"51.702835915951326 N, 108.43458798914419 W",SE-4-32-18-W3M,21,,
346,347,"49.7176204239139 N, 100.68689919897105 W",NE-6-9-25-WPM,21,,
347,348,"49.7127960849296 N, 100.7313436249044 W",NE-4-9-25-WPM,21,,
348,349,"49.7176204239139 N, 100.55259032414384 W",NE-6-9-24-WPM,21,,
349,350,"49.65731618661021 N, 100.16868361990235 W",NE-17-8-21-WPM,21,,
350,351,"49.60907279676726 N, 99.88681328097016 W",SW-36-7-19-WPM,21,,
351,352,"51.63770733966334 N, 108.16291227985425 W",NW-10-31-16-W3M,22,,
352,353,"51.59911262778898 N, 108.0445737102624 W",SW-33-30-15-W3M,22,,
353,354,"51.3361861531449 N, 106.94401886089118 W",SW-32-27-7-W3M,22,,
354,355,"51.32653747517631 N, 106.88591714575202 W",SE-28-27-7-W3M,22,,
355,356,"51.32412530568416 N, 106.9206105716061 W",SW-27-27-7-W3M,22,,
356,357,"51.10220571240659 N, 106.32844341618215 W",NE-4-25-3-W3M,22,,
357,358,"51.09979354291444 N, 106.36299746662425 W",NW-3-25-3-W3M,22,,
358,359,"51.04431364459505 N, 106.18991371760882 W",NE-16-24-2-W3M,22,,
359,360,"51.01295544119713 N, 106.01725320672384 W",SW-6-24-1-W3M,22,,
360,361,"50.99365808525995 N, 102.12072222035243 W",NE-31-23-1-W2M,22,,
361,362,"50.95023903440129 N, 106.01722991611886 W",NW-13-23-1-W3M,22,,
362,363,"50.926117339479816 N, 105.93212386222845 W",NE-3-23-29-W2M,22,,
363,364,"50.810333203856736 N, 105.65896939227353 W",NW-27-21-27-W2M,22,,
364,365,"50.80309669538029 N, 105.65840267181919 W",SW-27-21-27-W2M,22,,
365,366,"50.61977181397708 N, 105.1878951356793 W",SW-23-19-24-W2M,22,,
366,367,"50.595650119055605 N, 105.15206160705296 W",SE-13-19-24-W2M,22,,
367,368,"50.337547983395815 N, 103.9444340329028 W",NW-11-16-15-W2M,22,,
368,369,"50.33996015288796 N, 103.9218560065429 W",NW-12-16-15-W2M,22,,
369,370,"50.24829771218636 N, 103.64655951336611 W",SW-13-15-13-W2M,22,,
370,371,"50.24106120370991 N, 103.54447595317477 W",SE-10-15-12-W2M,22,,
371,372,"50.22658818675703 N, 103.51007298008183 W",NW-1-15-12-W2M,22,,
372,373,"50.22900035624917 N, 103.58933322350931 W",NE-2-15-12-W2M,22,,
373,374,"50.183169135898375 N, 103.20356957155427 W",NE-19-14-9-W2M,22,,
374,375,"50.183169135898375 N, 103.14706395786628 W",SW-22-14-9-W2M,22,,
375,376,"50.161459610469045 N, 103.01099106055125 W",NW-10-14-8-W2M,22,,
376,377,"50.161459610469045 N, 102.99969507104788 W",NE-10-14-8-W2M,22,,
377,378,"50.08909452570462 N, 102.60342243571841 W",NW-16-13-5-W2M,22,,
378,379,"50.084270186720325 N, 102.63719506756773 W",NE-14-13-5-W2M,22,,
379,380,"50.02879028840093 N, 102.21966273914478 W",NW-27-12-2-W2M,22,,
380,381,"50.01914161043234 N, 102.24214360820176 W",SW-26-12-2-W2M,22,,
381,382,"50.00949293246375 N, 102.1294926701133 W",NW-19-12-1-W2M,22,,
382,383,"50.00466859347945 N, 102.1069614693179 W",SW-20-12-1-W2M,22,,
383,384,"49.95160086465221 N, 101.90595613025515 W",NW-31-11-33-WPM,22,,
384,385,"49.95160086465221 N, 101.89470943966032 W",NE-31-11-33-WPM,22,,
385,386,"49.8599384239506 N, 101.52707561534135 W",NE-29-10-31-WPM,22,,
386,387,"49.830992390044834 N, 101.40123493322763 W",NW-17-10-30-WPM,22,,
387,388,"49.81169503410765 N, 101.37723413881123 W",SW-12-10-30-WPM,22,,
388,389,"49.68626222051598 N, 100.51703808489893 W",SW-32-8-23-WPM,22,,
389,390,"49.633194491688734 N, 100.05561090630049 W",SE-10-8-20-WPM,22,,
390,391,"49.56324157641645 N, 99.694863944538 W",NE-14-7-17-WPM,22,,
391,392,"49.51017384758921 N, 99.11290304295085 W",NE-28-6-13-WPM,22,,
392,393,"49.529471203526384 N, 99.21389968589523 W",NW-36-6-14-WPM,22,,
393,394,"49.512586017081354 N, 99.16871175141416 W",SW-32-6-13-WPM,22,,
394,395,"49.43298442384049 N, 98.88775071719219 W",NE-32-5-11-WPM,22,,
395,396,"51.3410104921292 N, 106.96728676440301 W",NW-31-27-7-W3M,22,,
396,397,"51.32653747517631 N, 106.88591714575202 W",SE-28-27-7-W3M,22,,
397,398,"51.107030051390886 N, 106.36305429669025 W",SW-9-25-3-W3M,22,,
398,399,"51.10220571240659 N, 106.32844341618215 W",NE-4-25-3-W3M,22,,
399,400,"51.046725814087196 N, 106.23596569410194 W",SE-20-24-2-W3M,22,,
400,401,"51.04913798357934 N, 106.22446686204532 W",SW-21-24-2-W3M,22,,
401,402,"51.04431364459505 N, 106.20142363988815 W",NW-16-24-2-W3M,22,,
402,403,"51.04431364459505 N, 106.18991371760882 W",NE-16-24-2-W3M,22,,
403,404,"51.01295544119713 N, 106.01725320672384 W",SW-6-24-1-W3M,22,,
404,405,"50.909232153034786 N, 105.88479135853055 W",SE-35-22-29-W2M,22,,
405,406,"50.810333203856736 N, 105.65896939227353 W",NW-27-21-27-W2M,22,,
406,407,"50.80309669538029 N, 105.65840267181919 W",SW-27-21-27-W2M,22,,
407,408,"50.79103584791955 N, 105.62311632255856 W",SE-22-21-27-W2M,22,,
408,409,"50.58841361057916 N, 105.12878089897163 W",NE-7-19-23-W2M,22,,
409,410,"49.7176204239139 N, 100.68689919897105 W",NE-6-9-25-WPM,22,,
410,411,"49.70555957645316 N, 100.68609748173456 W",NE-1-9-25-WPM,22,,
411,412,"49.7176204239139 N, 100.55259032414384 W",NE-6-9-24-WPM,22,,
412,413,"49.611484966259404 N, 99.93160554485316 W",NW-34-7-19-WPM,22,,
413,414,"49.529471203526384 N, 99.21389968589523 W",NW-36-6-14-WPM,22,,
414,415,"49.51017384758921 N, 99.17977225680745 W",SE-31-6-13-WPM,22,,
415,416,"49.512586017081354 N, 99.16871175141416 W",SW-32-6-13-WPM,22,,
416,417,"49.51017384758921 N, 99.12404791192695 W",NW-28-6-13-WPM,22,,
417,418,"49.51017384758921 N, 99.11290304295085 W",NE-28-6-13-WPM,22,,
418,419,"49.29066642380378 N, 98.47309744572797 W",NW-9-4-8-WPM,22,,
419,420,"49.254483881421564 N, 98.00669789738738 W",NW-30-3-5-WPM,22,,
420,421,"49.186943135641435 N, 98.08345157954767 W",NE-2-3-5-WPM,22,,
421,422,"49.10734154240057 N, 97.76187811559585 W",NW-5-2-3-WPM,22,,
422,423,"50.58841361057916 N, 105.14017900789321 W",NW-7-19-23-W2M,23,,
423,424,"50.337547983395815 N, 104.01246087953497 W",SW-14-16-15-W2M,23,,
424,425,"50.337547983395815 N, 103.93309622513077 W",NE-11-16-15-W2M,23,,
425,426,"50.33996015288796 N, 103.9218560065429 W",NW-12-16-15-W2M,23,,
426,427,"50.260358559647095 N, 103.70357350157323 W",NE-15-15-13-W2M,23,,
427,428,"50.22658818675703 N, 103.49876157199134 W",NE-1-15-12-W2M,23,,
428,429,"50.183169135898375 N, 103.14706395786628 W",SW-22-14-9-W2M,23,,
429,430,"50.14939876300831 N, 102.92039094434438 W",SW-8-14-7-W2M,23,,
430,431,"50.08909452570462 N, 102.60342243571841 W",NW-16-13-5-W2M,23,,
431,432,"50.08909452570462 N, 102.59214351168629 W",NE-16-13-5-W2M,23,,
432,433,"50.084270186720325 N, 102.64847285637424 W",NW-14-13-5-W2M,23,,
433,434,"50.079445847736025 N, 102.49053444418611 W",SW-15-13-4-W2M,23,,
434,435,"50.07703367824388 N, 102.44540541858201 W",NW-11-13-4-W2M,23,,
435,436,"50.06014849179885 N, 102.40016016425119 W",SW-7-13-3-W2M,23,,
436,437,"50.03361462738523 N, 102.23095069454389 W",SE-32-12-2-W2M,23,,
437,438,"50.03602679687737 N, 102.20842938968579 W",SE-33-12-2-W2M,23,,
438,439,"50.02879028840093 N, 102.21966273914478 W",NW-27-12-2-W2M,23,,
439,440,"50.01672944094019 N, 102.15203602778955 W",SW-25-12-2-W2M,23,,
440,441,"50.00949293246375 N, 102.1294926701133 W",NW-19-12-1-W2M,23,,
441,442,"50.00466859347945 N, 97.48603775508366 W",NE-17-12-1-WPM,23,,
442,443,"49.81169503410765 N, 101.37723413881123 W",SW-12-10-30-WPM,23,,
443,444,"50.19522998335911 N, 101.80426925350243 W",NE-24-14-33-WPM,23,,
444,445,"50.19522998335911 N, 101.81557323075471 W",NW-24-14-33-WPM,23,,
445,446,"49.90094530531711 N, 101.69905636679505 W",NW-10-11-32-WPM,23,,
446,447,"49.857526254458456 N, 101.54932203420788 W",NE-28-10-31-WPM,23,,
447,448,"49.81169503410765 N, 101.37723413881123 W",SW-12-10-30-WPM,23,,
448,449,"52.43613544156418 N, 110.61130652562585 W",NW-17-40-5-W4M,23,,
449,450,"52.37583120426049 N, 110.48007948020748 W",NE-28-39-4-W4M,23,,
450,451,"52.214215848286614 N, 110.01771595899037 W",SW-36-37-1-W4M,23,,
451,452,"51.94646503465823 N, 109.11697082052234 W",NW-30-34-23-W3M,23,,
452,453,"51.07808401748511 N, 106.15549733621704 W",NW-30-24-2-W3M,23,,
453,454,"52.4723179839464 N, 110.81376537096041 W",NE-32-40-6-W4M,23,,
454,455,"50.61977181397708 N, 105.1878951356793 W",SW-23-19-24-W2M,23,,
455,456,"49.79239767817047 N, 101.28599485541808 W",SW-4-10-29-WPM,23,,
456,457,"49.67902571203953 N, 100.51658280286952 W",NW-26-8-23-WPM,23,,
457,458,"52.52056137378935 N, 110.98115830052987 W",SE-19-41-7-W4M,23,,
458,459,"52.38306771273694 N, 110.5631484636309 W",NW-31-39-4-W4M,23,,
459,460,"52.187681983872984 N, 110.01770538484075 W",SW-25-37-1-W4M,23,,
460,461,"51.8789242888781 N, 108.98334023771379 W",SE-5-34-22-W3M,23,,
461,462,"51.93681635668964 N, 109.12803793604992 W",SE-29-34-23-W3M,23,,
462,463,"50.93335384795626 N, 105.93273566227272 W",SE-9-23-29-W2M,23,,
463,464,"52.34206083137043 N, 110.32573086759912 W",SW-17-39-3-W4M,24,,
464,465,"52.19974283133372 N, 109.83130427145582 W",SE-30-37-28-W3M,24,,
465,466,"50.02879028840093 N, 102.21966273914478 W",NW-27-12-2-W2M,24,,
466,467,"50.161459610469045 N, 103.01099106055125 W",NW-10-14-8-W2M,24,,
467,468,"50.11080405113395 N, 102.69396823658477 W",NW-25-13-6-W2M,24,,
468,469,"50.03602679687737 N, 102.21969584318231 W",SW-33-12-2-W2M,24,,
469,470,"51.94646503465823 N, 109.10523081743186 W",NE-30-34-23-W3M,24,,
470,471,"50.762089814013784 N, 105.56367277340378 W",NW-7-21-26-W2M,24,,
471,472,"50.595650119055605 N, 105.15206160705296 W",SE-13-19-24-W2M,24,,
472,473,"50.161459610469045 N, 103.01099106055125 W",NW-10-14-8-W2M,24,,
473,474,"50.11080405113395 N, 102.69396823658477 W",NW-25-13-6-W2M,24,,
474,475,"50.02879028840093 N, 102.21966273914478 W",NW-27-12-2-W2M,24,,
475,476,"50.02879028840093 N, 97.67755273914479 W",NW-27-12-2-WPM,24,,
476,477,"49.84064106801342 N, 101.5142304092239 W",SW-24-10-31-WPM,24,,
477,478,"52.36618252629191 N, 110.50367707127371 W",SE-27-39-4-W4M,24,,
478,479,"51.07808401748511 N, 106.15549733621704 W",NW-30-24-2-W3M,24,,
479,480,"50.9405903564327 N, 105.93334771548102 W",NE-9-23-29-W2M,24,,
480,481,"52.43613544156418 N, 110.61130652562585 W",NW-17-40-5-W4M,24,,
481,482,"52.37583120426049 N, 110.48007948020748 W",NE-28-39-4-W4M,24,,
482,483,"52.41925025511915 N, 110.63480336966585 W",NW-10-40-5-W4M,24,,
483,484,"51.965762390595415 N, 109.3532138200931 W",NW-2-35-24-W3M,25,,
484,485,"51.8789242888781 N, 108.98334023771379 W",SE-5-34-22-W3M,25,,
485,486,"51.87651211938595 N, 109.01834537607819 W",SW-4-34-22-W3M,25,,
486,487,"51.669065543061265 N, 108.28108894791313 W",NW-23-31-17-W3M,25,,
487,488,"51.09014486494585 N, 106.30531510608684 W",NE-35-24-3-W3M,25,,
488,489,"50.03602679687737 N, 102.21969584318231 W",SW-33-12-2-W2M,25,,
489,490,"52.60739947550666 N, 111.2690961863819 W",SE-19-42-9-W4M,25,,
490,491,"52.61222381449095 N, 111.15005891897461 W",NE-18-42-9-W4M,25,,
491,492,"52.60739947550666 N, 111.19759780968432 W",NE-16-42-9-W4M,25,,
492,493,"52.604987306014515 N, 111.23327907055017 W",NW-15-42-9-W4M,25,,
493,494,"52.57362910261659 N, 111.04188143073229 W",SW-5-42-8-W4M,25,,
494,495,"52.544683068710825 N, 111.11259039547922 W",NW-26-41-8-W4M,25,,
495,496,"52.53744656023438 N, 111.11240700782334 W",SW-26-41-8-W4M,25,,
496,497,"52.53744656023438 N, 111.10050960667014 W",SE-26-41-8-W4M,25,,
497,498,"52.53744656023438 N, 111.029125199751 W",NE-23-41-8-W4M,25,,
498,499,"52.53262222125009 N, 111.00521994645655 W",SE-24-41-8-W4M,25,,
499,500,"52.52056137378935 N, 110.99305112841509 W",SW-19-41-7-W4M,25,,
500,501,"52.467493644962104 N, 110.7899192078462 W",SE-33-40-6-W4M,25,,
501,502,"52.46025713648566 N, 110.7897893685694 W",NE-27-40-6-W4M,25,,
502,503,"52.45302062800922 N, 110.78965958456355 W",SE-27-40-6-W4M,25,,
503,504,"52.45060845851707 N, 110.74212061607638 W",NE-23-40-6-W4M,25,,
504,505,"52.445784119532775 N, 110.71829407933436 W",SE-24-40-6-W4M,25,,
505,506,"52.43372327207204 N, 110.69435872459532 W",SE-19-40-5-W4M,25,,
506,507,"52.43613544156418 N, 110.61130652562585 W",NW-17-40-5-W4M,25,,
507,508,"52.43613544156418 N, 110.59943649600206 W",NE-17-40-5-W4M,25,,
508,509,"52.428898933087744 N, 110.59933807796007 W",SE-17-40-5-W4M,25,,
509,510,"52.42648676359559 N, 110.63490757518733 W",SW-16-40-5-W4M,25,,
510,511,"52.42648676359559 N, 110.62304014387541 W",SE-16-40-5-W4M,25,,
511,512,"52.41442591613486 N, 110.61100555295525 W",SW-11-40-5-W4M,25,,
512,513,"52.39995289918197 N, 110.68196687909663 W",NW-2-40-5-W4M,25,,
513,514,"52.39995289918197 N, 110.67010658554712 W",NE-2-40-5-W4M,25,,
514,515,"52.390304221213384 N, 110.5869561875289 W",SW-1-40-5-W4M,25,,
515,516,"52.390304221213384 N, 110.57509848677074 W",SE-1-40-5-W4M,25,,
516,517,"52.395128560197676 N, 110.57516135304867 W",NE-36-39-5-W4M,25,,
517,518,"52.37583120426049 N, 110.48007948020748 W",NE-28-39-4-W4M,25,,
518,519,"52.368594695784054 N, 110.48000083012674 W",SE-28-39-4-W4M,25,,
519,520,"52.36618252629191 N, 110.51552829648016 W",SW-27-39-4-W4M,25,,
520,521,"52.36618252629191 N, 110.51552829648016 W",SW-27-39-4-W4M,25,,
521,522,"52.36135818730761 N, 110.47992221346627 W",NE-22-39-4-W4M,25,,
522,523,"52.363770356799755 N, 110.46809783715183 W",NW-23-39-4-W4M,25,,
523,524,"52.28899310254319 N, 110.27801827652448 W",SW-31-38-2-W4M,25,,
524,525,"52.21180367879446 N, 110.04133499305864 W",SW-35-37-1-W4M,25,,
525,526,"52.214215848286614 N, 110.01771595899037 W",SW-36-37-1-W4M,25,,
526,527,"52.19491849234943 N, 110.01770826707107 W",NW-25-37-1-W4M,25,,
527,528,"52.19491849234943 N, 110.00590275569036 W",NE-25-37-1-W4M,25,,
528,529,"52.19491849234943 N, 109.97255457961163 W",NE-25-37-29-W3M,25,,
529,530,"52.180445475396546 N, 109.94765835428014 W",NE-19-37-28-W3M,25,,
530,531,"51.982647577040446 N, 109.31922926999187 W",NE-9-35-24-W3M,25,,
531,532,"51.975411068564 N, 109.31869313868 W",SE-9-35-24-W3M,25,,
532,533,"51.97782323805615 N, 109.30712360514401 W",SW-10-35-24-W3M,25,,
533,534,"51.97782323805615 N, 109.29537538629803 W",SE-10-35-24-W3M,25,,
534,535,"51.96817456008756 N, 109.3181572334575 W",NE-3-35-24-W3M,25,,
535,536,"51.965762390595415 N, 109.3532138200931 W",NW-2-35-24-W3M,25,,
536,537,"51.95852588211897 N, 109.3526725282964 W",SW-2-35-24-W3M,25,,
537,538,"51.95852588211897 N, 109.34092936707644 W",SE-2-35-24-W3M,25,,
538,539,"51.95611371262682 N, 109.25855191308105 W",SW-1-35-24-W3M,25,,
539,540,"51.95852588211897 N, 109.28221356097669 W",NW-35-34-24-W3M,25,,
540,541,"51.95852588211897 N, 109.27047039975673 W",NE-35-34-24-W3M,25,,
541,542,"51.95370154313468 N, 109.25837661226491 W",SW-36-34-24-W3M,25,,
542,543,"51.94646503465823 N, 109.10523081743186 W",NE-30-34-23-W3M,25,,
543,544,"51.93681635668964 N, 109.13977541423398 W",SW-29-34-23-W3M,25,,
544,545,"51.8789242888781 N, 108.98334023771379 W",SE-5-34-22-W3M,25,,
545,546,"51.87651211938595 N, 109.01834537607819 W",SW-4-34-22-W3M,25,,
546,547,"51.71007242442777 N, 108.43497746117795 W",NE-4-32-18-W3M,25,,
547,548,"51.702835915951326 N, 108.43458798914419 W",SE-4-32-18-W3M,25,,
548,549,"51.70042374645918 N, 108.45781031848774 W",SE-3-32-18-W3M,25,,
549,550,"51.45920679724443 N, 107.49243076494133 W",NE-8-29-11-W3M,25,,
550,551,"51.35307133958993 N, 106.97912870134296 W",NE-36-27-8-W3M,25,,
551,552,"51.333773983652755 N, 106.95555163618924 W",SE-31-27-7-W3M,25,,
552,553,"51.3361861531449 N, 106.94401886089118 W",SW-32-27-7-W3M,25,,
553,554,"51.3361861531449 N, 106.93243580738331 W",SE-32-27-7-W3M,25,,
554,555,"51.3361861531449 N, 106.86293748633611 W",NE-29-27-7-W3M,25,,
555,556,"51.11185439037518 N, 106.3746189329029 W",NE-8-25-3-W3M,25,,
556,557,"51.10220571240659 N, 106.33996774657452 W",NW-4-25-3-W3M,25,,
557,558,"51.10220571240659 N, 106.32844341618215 W",NE-4-25-3-W3M,25,,
558,559,"51.09014486494585 N, 106.30531510608684 W",NE-35-24-3-W3M,25,,
559,560,"51.08290835646941 N, 106.30526734293115 W",SE-35-24-3-W3M,25,,
560,561,"51.085320525961556 N, 106.29376313869533 W",SW-36-24-3-W3M,25,,
561,562,"51.06602317002438 N, 106.28212533314661 W",NE-25-24-3-W3M,25,,
562,563,"51.07084750900867 N, 106.15547302085993 W",SW-30-24-2-W3M,25,,
563,564,"51.07084750900867 N, 106.14395650079624 W",SE-30-24-2-W3M,25,,
564,565,"51.05155015307149 N, 106.25901371530894 W",NE-19-24-2-W3M,25,,
565,566,"51.053962322563635 N, 106.24751488673228 W",NW-20-24-2-W3M,25,,
566,567,"51.046725814087196 N, 106.23596569410194 W",SE-20-24-2-W3M,25,,
567,568,"51.01295544119713 N, 106.01725320672384 W",SW-6-24-1-W3M,25,,
568,569,"50.99365808525995 N, 102.12072222035243 W",NE-31-23-1-W2M,25,,
569,570,"51.8789242888781 N, 108.98334023771379 W",SE-5-34-22-W3M,25,,
570,571,"50.95023903440129 N, 105.92267756972834 W",SW-16-23-29-W2M,25,,
571,572,"50.9405903564327 N, 105.94483194238754 W",NW-9-23-29-W2M,25,,
572,573,"50.9405903564327 N, 105.93334771548102 W",NE-9-23-29-W2M,25,,
573,574,"50.93576601744841 N, 105.92145661639276 W",SW-10-23-29-W2M,26,,
574,575,"50.904407814050494 N, 105.73520989312013 W",NW-30-22-28-W2M,26,,
575,576,"50.798272356396 N, 105.62367733564608 W",NE-22-21-27-W2M,26,,
576,577,"50.75726547502949 N, 105.47179194498581 W",NW-5-21-26-W2M,26,,
577,578,"50.39061571222306 N, 104.60493800291601 W",SW-36-16-20-W2M,26,,
578,579,"52.45060845851707 N, 110.82523812507694 W",SW-26-40-6-W4M,26,,
579,580,"51.70042374645918 N, 108.46948637700788 W",SW-3-32-18-W3M,26,,
580,581,"51.59911262778898 N, 108.03292371761133 W",SE-33-30-15-W3M,26,,
581,582,"51.32653747517631 N, 106.88591714575202 W",SE-28-27-7-W3M,26,,
582,583,"50.91164432252693 N, 105.8620385214422 W",SE-36-22-29-W2M,26,,
583,584,"49.93230350871503 N, 101.88169039389997 W",SW-26-11-33-WPM,26,,
584,585,"49.82134371207624 N, 101.42288123475545 W",SW-16-10-30-WPM,26,,
585,586,"49.809282864615504 N, 101.39946598833924 W",SW-11-10-30-WPM,26,,
586,587,"51.32653747517631 N, 106.88591714575202 W",SE-28-27-7-W3M,26,,
587,588,"51.046725814087196 N, 106.23596569410194 W",SE-20-24-2-W3M,26,,
588,589,"50.91526257676515 N, 105.86807777084725 W",36-22-29-W2M,26,,
589,590,"49.830992390044834 N, 101.40123493322763 W",NW-17-10-30-WPM,26,,
590,591,"49.611484966259404 N, 99.9204375288493 W",NE-34-7-19-WPM,26,,
591,592,"49.58012676286148 N, 99.68447707126226 W",NW-21-7-17-WPM,26,,
592,593,"49.58012676286148 N, 99.67331623381233 W",NE-21-7-17-WPM,26,,
593,594,"49.512586017081354 N, 99.16871175141416 W",SW-32-6-13-WPM,26,,
594,595,"49.48605215266773 N, 98.93385745812805 W",NE-18-6-12-WPM,26,,
595,596,"49.7176204239139 N, 100.69809160520666 W",NW-6-9-25-WPM,26,,
596,597,"49.715208254421746 N, 100.72031436312919 W",NW-5-9-25-WPM,26,,
597,598,"49.63560666118088 N, 100.04456602262063 W",SW-11-8-20-WPM,26,,
598,599,"49.51017384758921 N, 99.19091712578356 W",SW-31-6-13-WPM,26,,
599,600,"49.611484966259404 N, 99.9204375288493 W",NE-34-7-19-WPM,26,,
600,601,"49.582538932353636 N, 99.65110297781236 W",NE-22-7-17-WPM,26,,
601,602,"49.51017384758921 N, 99.19091712578356 W",SW-31-6-13-WPM,26,,
602,603,"52.43372327207204 N, 110.69435872459532 W",SE-19-40-5-W4M,26,,
603,604,"52.41201374664271 N, 110.62283567186078 W",SE-10-40-5-W4M,26,,
604,605,"50.93576601744841 N, 105.92145661639276 W",SW-10-23-29-W2M,26,,
605,606,"50.16628394945334 N, 103.10147014369204 W",NW-12-14-9-W2M,26,,
606,607,"52.60739947550666 N, 111.2690961863819 W",SE-19-42-9-W4M,52,,
607,608,"52.61222381449095 N, 111.15005891897461 W",NE-18-42-9-W4M,52,,
608,609,"52.60981164499881 N, 111.18574672512997 W",NW-17-42-9-W4M,52,,
609,610,"52.60981164499881 N, 111.17382967261611 W",NE-17-42-9-W4M,52,,
